Name,Kind,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
org.ktc.soapui.maven.extension.AbstractSoapuiMojo,Public Abstract Class,1.0,1.0,1.0,1.0,8.0,0.0,7.0,1.0,1.0,6.0,6.0,1.0,,0.0,0.0,,,,3.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,,24,4,18,9,8,2,,,,9,13,8,7,,,,,,2.0,2.0,2.0,1.0,,2.0,1,,50.0,0.0,0.11,3,3,3,2
org.ktc.soapui.maven.extension.TestMojo,Public Class,26.0,26.0,28.0,1.0,108.0,5.0,102.0,1.0,1.0,10.0,10.0,0.0,,0.0,1.0,,,,1.0,28.0,1.0,4.0,0.0,0.0,0.0,1.0,,144,9,133,35,76,2,,,,72,100,35,67,,,,,,26.0,26.0,28.0,1.0,,3.0,2,,0.0,0.0,0.02,26,26,28,1
org.ktc.soapui.maven.extension.TestVerifyMojo,Public Class,2.0,2.0,2.0,1.0,13.0,1.0,11.0,1.0,1.0,8.0,8.0,0.0,,0.0,0.0,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,19,4,14,5,7,1,,,,6,9,4,6,,,,,,2.0,2.0,2.0,1.0,,2.0,1,,0.0,0.0,0.07,2,2,2,1
