Name,Kind,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
io.vertx.core.http.HttpClientOptions,Public Class,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,5.0,5.0,0.0,,0.0,5.0,,,,30.0,5.0,30.0,79.0,0.0,0.0,0.0,30.0,,211,35,173,61,88,3,,,,91,131,43,89,,,,,,9.0,9.0,9.0,9.0,,4.0,1,,76.0,76.0,0.02,43,43,43,38
io.vertx.core.http.HttpServerOptions,Public Class,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,7.0,7.0,0.0,,0.0,3.0,,,,28.0,3.0,28.0,94.0,0.0,0.0,0.0,28.0,,193,33,157,57,77,5,,,,77,113,38,78,,,,,,8.0,8.0,8.0,7.0,,4.0,1,,76.0,76.0,0.03,39,39,39,34
io.vertx.core.net.NetClientOptions,Public Class,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,5.0,5.0,0.0,,0.0,2.0,,,,24.0,2.0,24.0,73.0,0.0,0.0,0.0,24.0,,166,29,134,49,62,3,,,,62,94,31,64,,,,,,6.0,6.0,6.0,6.0,,4.0,1,,70.0,70.0,0.02,31,31,31,29
io.vertx.core.net.NetServerOptions,Public Class,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,5.0,5.0,1.0,,0.0,4.0,,,,26.0,4.0,26.0,66.0,0.0,0.0,0.0,26.0,,185,32,149,53,74,4,,,,77,112,37,76,,,,,,9.0,9.0,9.0,8.0,,3.0,1,,73.0,73.0,0.03,37,37,38,33
